Lorenzo Cedrola, 2507495, None, H, OF|U
Misael Urbina, 3152054, None, H, OF|U
Trey Martin, 1963329, None, H, OF|U
Shay Whitcomb, 26911682, None, H, 2B|U
Nasim Nunez, 3152110, None, H, SS|U
Frank Perez, 28838282, None, H, OF|U
Brandon Valenzuela, 2931064, None, H, C|U
Quincy Latimore, 1670996, None, H, OF|U
Luis Villegas, 2826513, None, H, C|U
Adam Hall, 2836953, None, H, OF|U
Roberto Lopez, 1811745, None, H, U
Alexander Vargas, 3152901, None, H, SS|U
Gerson Molina, 3096714, None, H, OF|U
Mickey Gasper, 29084390, None, H, 1B|U
Luis Bolivar, 26913031, None, H, OF|U
Elijah Green, 28920008, None, H, OF|U
Thomas Spitz, 2804673, None, H, OF|U
Nick Heath, 2920199, None, H, OF|U
Logan Hill, 2915689, None, H, OF|U
Justin Greene, 1740941, None, H, OF|U
Aldemar Burgos, 2228083, None, H, OF|U
Ti'Quan Forbes, 2739979, None, H, 3B|U
Erich Weiss, 2171097, None, H, 2B|U
Peter O'Brien, 2116989, None, H, OF|U
Owen Caissie, 26615390, None, H, OF|U
Franklin Navarro, 3094349, None, H, C|U
Kameron Misner, 3117936, None, H, OF|U
Blaze Jordan, 26615331, None, H, 3B|U
Tre Gantt, 2836896, None, H, OF|U
Willy Yahn, 2837709, None, H, 3B|U
Taylor Snyder, 2803483, None, H, 2B|U
Ronnie Mitchell, 2227480, None, H, OF|U
Eugene Helder, 2921095, None, H, SS|U
Claudio Finol, 2829336, None, H, 3B|U
Nick Martini, 2739976, None, H, OF|U
Kyle Barrett, 2797624, None, H, OF|U
Lane Adams, 2048786, None, H, OF|U
Cody Roberts, 2837407, None, H, C|U
Danny De Andrade, 26643927, None, H, SS|U
Brock Holt, 1741211, None, H, 3B|U
Jack Kruger, 2663789, None, H, C|U
Brett Auerbach, 26912422, None, H, 2B|U
Avain Rachal, 2171853, None, H, 1B|U
Drew Mendoza, 3158360, None, H, 3B|U
Kellin Deglan, 1757992, None, H, C|U
Evan Van Hoosier, 2171184, None, H, OF|U
C.J. Hinojosa, 2227637, None, H, SS|U
Damiano Palmegiani, 28846860, None, H, 3B|U
Freylin Minyety, 28841146, None, H, SS|U
Taylor Murphy, 2169721, None, H, OF|U
Griffin Conine, 2931920, None, H, OF|U
Casey Hughston, 2228188, None, H, OF|U
Miles Gordon, 2915694, None, H, OF|U
Brandon Lockridge, 2932883, None, H, OF|U
D.J. Burt, 2753435, None, H, 2B|U
Gabriel Garcia, 2506929, None, H, 3B|U
Mitch Ghelfi, 2804685, None, H, C|U
Trey Amburgey, 2228455, None, H, OF|U
Felix Valerio, 26912427, None, H, 2B|U
Michael De Leon, 2121232, None, H, SS|U
Dylan Davis, 2507327, None, H, OF|U
Alex Monsalve, 2171425, None, H, C|U
Ruben Cardenas, 2932628, None, H, OF|U
Nicolas Torres, 2829161, None, H, 3B|U
Drew Mount, 3158015, None, H, OF|U
Brennon Lund, 2803480, None, H, OF|U
Tim Torres, 1741021, None, H, 3B|U
J.C. Rodriguez, 2774626, None, H, 2B|U
Matt Scheffler, 29079966, None, H, C|U
Trent Giambrone, 2919940, None, H, 2B|U
Luis Gonzalez, 26913041, None, H, OF|U
Braxton Davidson, 2135264, None, H, OF|U
Rosell Herrera, 2090427, None, H, SS|U
Logan Simmons, 2933103, None, H, SS|U
Junior Soto, 2804933, None, H, OF|U
Kyle Kasser, 28840218, None, H, 2B|U
Matt Winaker, 2837698, None, H, 1B|U
Jhonny Piron, 26643929, None, H, OF|U
Christopher Torres, 2756673, None, H, SS|U
Tyler Depreta-Johnson, 3102404, None, H, SS|U
Jose Martinez, 1208943, None, H, OF|U
Jair Camargo, 2821793, None, H, C|U
Dario Pizzano, 2119292, None, H, OF|U
Brandon Grudzielanek, 2860382, None, H, SS|U
Shane Mardirosian, 2170089, None, H, 2B|U
Kyle Roller, 2040759, None, H, 1B|U
Ethan Paul, 28840173, None, H, SS|U
Silento Sayles, 2171294, None, H, OF|U
Roman Anthony, 29075759, None, H, OF|U
Logan Moore, 2215964, None, H, C|U
Jordan Qsar, 3102772, None, H, OF|U
Christian Johnson, 28846855, None, H, OF|U
Cassidy Brown, 2777673, None, H, C|U
Reynaldo Rodriguez, 1813383, None, H, C|U
Angel Rosa, 2121482, None, H, SS|U
Christian Cairo, 28838298, None, H, SS|U
Nikau Pouaka-Grego, 29077673, None, H, 2B|U
Luke Waddell, 26911689, None, H, SS|U
Garrett Mattlage, 2169619, None, H, SS|U
Andrew Daniel, 2791771, None, H, 2B|U
Tommy Joseph, 1794784, None, H, 1B|U
Juan Uriarte, 2826352, None, H, C|U
Tyler Locklear, 29075784, None, H, 3B|U
Chad Sedio, 2921041, None, H, SS|U
Santiago Nessy, 2044549, None, H, C|U
Daniel Susac, 28920022, None, H, C|U
Mack Chambers, 28841680, None, H, SS|U
Joshua Mears, 3152112, None, H, OF|U
Joe Bennie, 2171876, None, H, 2B|U
Zane Evans, 2169015, None, H, C|U
Myles Schroder, 2120612, None, H, C|U
Lazaro Benitez, 28846843, None, H, OF|U
Kyri Washington, 2507194, None, H, OF|U
Mitch Delfino, 2167290, None, H, 3B|U
Andrew Pintar, 29070454, None, H, SS|U
Nick Zammarelli, 3104023, None, H, 3B|U
Bo Way, 2171289, None, H, OF|U
Ty Washington, 2797628, None, H, 2B|U
Matt Adams, 1810388, None, H, 1B|U
Michael Choice, 1758971, None, H, OF|U
Brian Schales, 2804213, None, H, 3B|U
Austin Davidson, 3077693, None, H, 1B|U
Alika Williams, 2837686, None, H, SS|U
Daniel Montesino, 26912513, None, H, 1B|U
Gage Canning, 2932299, None, H, OF|U
Cord Sandberg, 2118138, None, H, OF|U
Isael Soto, 2167476, None, H, OF|U
Vito Friscia, 28840627, None, H, C|U
Will Wilson, 3117912, None, H, SS|U
Quinn Brodey, 2836652, None, H, OF|U
Abdiel Layer, 2837113, None, H, 3B|U
Ryan Holgate, 26911727, None, H, 1B|U
Orlando Calixte, 2044530, None, H, OF|U
Stephen Perez, 2119569, None, H, SS|U
Hao Yu Lee, 29077614, None, H, SS|U
Dan Fiorito, 2170497, None, H, 3B|U
Gavin Collins, 2921434, None, H, C|U
Kingston Liniak, 2932879, None, H, OF|U
Jeremias Pineda, 2000370, None, H, 2B|U
Jose Almonte, 2121515, None, H, OF|U
Jonny Homza, 2837005, None, H, 3B|U
Caleb Gindl, 1670506, None, H, OF|U
Charcer Burks, 2227732, None, H, OF|U
Jancarlos Cintron, 2836720, None, H, 2B|U
Nick Raposo, 29077089, None, H, C|U
Joseph Rosa, 2780091, None, H, SS|U
Jose Vinicio, 2228471, None, H, SS|U
Freddvil Chevez, 28846850, None, H, 1B|U
Jeyner Baez, 2750019, None, H, C|U
Martin Cervenka, 3084317, None, H, C|U
Lenyn Sosa, 2846118, None, H, 2B|U
Frankie Tostado, 2837608, None, H, OF|U
Gavin Conticello, 28846882, None, H, 3B|U
Ryde Rodriguez, 2226895, None, H, OF|U
Raimfer Salinas, 26615374, None, H, OF|U
Mitch Reeves, 2837381, None, H, 1B|U
Daniel Arribas, 2731202, None, H, 3B|U
Alex Murphy, 2447469, None, H, C|U
Kevin Padlo, 2211189, None, H, 1B|U
Jan Hernandez, 2118737, None, H, 3B|U
Tanner Murphy, 2167327, None, H, C|U
Tyler Ramirez, 2803486, None, H, OF|U
Deybert Lozano, 2693482, None, H, OF|U
Matt Hague, 1808385, None, H, 1B|U
Ryan Court, 2046772, None, H, 1B|U
Carlos Munoz, 2211747, None, H, 1B|U
Jose Lozada, 2048309, None, H, SS|U
Hudson Head, 3165362, None, H, OF|U
Franklin Guzman, 2227896, None, H, OF|U
Trei Cruz, 2836769, None, H, SS|U
Miguel Perez, 2846113, None, H, OF|U
James Kennedy, 2227981, None, H, C|U
Yasiel Balaguert, 2050879, None, H, 1B|U
Juan Brito, 29033786, None, H, 2B|U
Daniel Amaral, 2932597, None, H, OF|U
Jace Conrad, 2728773, None, H, 2B|U
Cameron Cauley, 26911692, None, H, SS|U
Jordan Betts, 2227059, None, H, 3B|U
Lizandro Rodriguez, 29077657, None, H, SS|U
Roberto Caro, 2821836, None, H, OF|U
Ian Lewis, 26912508, None, H, 2B|U
Carl Chester, 2836716, None, H, OF|U
Andrew Pullin, 2223335, None, H, OF|U
Ramon Hernandez, 2823351, None, H, 1B|U
Elih Marrero, 2932914, None, H, C|U
Cam Gibson, 2222108, None, H, OF|U
Tanner English, 2227626, None, H, OF|U
Adrian Del Castillo, 26911628, None, H, C|U
Alex Holderbach, 2932821, None, H, C|U
Glenallen Hill Jr., 28840802, None, H, SS|U
Michael Gettys, 2167489, None, H, OF|U
Jose Sanchez, 3097782, None, H, SS|U
Cristian Hernandez, 26643918, None, H, SS|U
Preston Palmeiro, 2506930, None, H, 1B|U
Nick Franklin, 1740931, None, H, 2B|U
Matthew Lugo, 3152107, None, H, SS|U
Tim Smalling, 2050363, None, H, SS|U
Sal Giardina, 3094342, None, H, C|U
Kevin Taylor, 2772290, None, H, 2B|U
Christopher De La Cruz, 2931270, None, H, OF|U
Carlos Arroyo, 2794806, None, H, OF|U
Dylan Hardy, 2932796, None, H, OF|U
Rylan Bannon, 2836567, None, H, 3B|U
Austin Beck, 2835058, None, H, OF|U
Deiner Lopez, 2227063, None, H, 2B|U
Arquimedes Gamboa, 3055540, None, H, SS|U
Matt Kennelly, 1663603, None, H, C|U
Jose Mujica, 28842607, None, H, C|U
Duanel Jones, 2048694, None, H, 3B|U
Eric Young, 548875, None, H, OF|U
John Silviano, 2919896, None, H, 1B|U
Wagner Lagrange, 3157900, None, H, OF|U
Max Schuemann, 2933087, None, H, 2B|U
Demi Orimoloye, 2211804, None, H, OF|U
Brady Lindsly, 29082395, None, H, C|U
Dominic Ficociello, 2118873, None, H, 3B|U
Miguel Hiraldo, 3077709, None, H, 2B|U
Yariel Gonzalez, 2823066, None, H, 3B|U
Braxton Fulford, 28839879, None, H, C|U
John Aiello, 2932588, None, H, 3B|U
Ben Deluzio, 2915808, None, H, OF|U
Dickie Joe Thon, 2804922, None, H, 2B|U
Justin Jacobs, 2851842, None, H, OF|U
Ben Troike, 3158075, None, H, SS|U
Jawuan Harris, 2932800, None, H, OF|U
Logan Landon, 2227765, None, H, OF|U
Carlos Paulino, 2042457, None, H, C|U
Travis Jones, 2837056, None, H, OF|U
Melvin Mercedes, 2227778, None, H, SS|U
Aeverson Arteaga, 26912441, None, H, SS|U
Mason Davis, 2223633, None, H, 2B|U
Rainel Rosario, 2223571, None, H, OF|U
Ramon Flores, 2027422, None, H, OF|U
Junior Franco, 28842638, None, H, OF|U
Aaron Knapp, 2791367, None, H, OF|U
Billy Wilson, 3107130, None, H, OF|U
Dayan Frias, 28840641, None, H, SS|U
Cody Wilson, 2933202, None, H, OF|U
Ryan Bliss, 26911683, None, H, SS|U
Ryan Boldt, 2449455, None, H, OF|U
Rubendy Jaquez, 2823535, None, H, 2B|U
Ben Rowen, 2046498, None, H, U
Edwin Diaz, 2227183, None, H, SS|U
Hirotoshi Onaka, 2049020, None, H, OF|U
Frederick Bencosme, 29077610, None, H, SS|U
Felix Reyes, 28843151, None, H, OF|U
Hector Sanchez, 1733551, None, H, C|U
Bryson Smith, 2048776, None, H, OF|U
Danny Espinosa, 1667721, None, H, 2B|U
Austin Green, 2166713, None, H, C|U
Marcelo Mayer, 26719555, None, H, SS|U
Edgar Cabral, 2912220, None, H, C|U
Willie MacIver, 2932895, None, H, C|U
Tucker Toman, 29075782, None, H, 3B|U
Juremi Profar, 2226629, None, H, 3B|U
Stephen Wrenn, 2507196, None, H, OF|U
Clark Eagan, 2731203, None, H, OF|U
Devin Mann, 2932907, None, H, 2B|U
Jose Pujols, 2211776, None, H, OF|U
Casey Soltis, 2167458, None, H, OF|U
Henry Ramos, 2119643, None, H, OF|U
Donald Dewees, 2211208, None, H, OF|U
Kirvin Moesquit, 2915594, None, H, 3B|U
Luke Tendler, 2228212, None, H, OF|U
Cadyn Grenier, 2931955, None, H, SS|U
Tony Renda, 2106658, None, H, 2B|U
Franklin Rollin, 2794807, None, H, 2B|U
Austin Rei, 2912182, None, H, C|U
Brennan Gowens, 1959467, None, H, OF|U
Cristhian Vaquero, 28839803, None, H, OF|U
Sebastian Almonte, 28842464, None, H, 2B|U
Ben Ross, 29075474, None, H, SS|U
Luis Flores, 2114633, None, H, C|U
Tyler Marincov, 2170400, None, H, OF|U
Steward Berroa, 2828969, None, H, OF|U
Ernesto Liberatore, 3158366, None, H, C|U
Jose Tena, 3107923, None, H, SS|U
Jake Mangum, 2837161, None, H, OF|U
Ethan Wilson, 26911719, None, H, OF|U
Danny Diaz, 3077707, None, H, 3B|U
Brainer Bonaci, 26913004, None, H, 2B|U
Jose Martinez, 1603031, None, H, SS|U
Jameson Fisher, 2507364, None, H, OF|U
Juan Gomes, 2171881, None, H, C|U
Gus Steiger, 28842471, None, H, SS|U
Logan Wagner, 29075727, None, H, 3B|U
Cody Bohanek, 2836619, None, H, SS|U
Jonah McReynolds, 2804221, None, H, SS|U
Junior Sosa, 1959090, None, H, OF|U
Josh Bissonette, 28840672, None, H, 2B|U
Pat DeMarco, 2836801, None, H, OF|U
Marcos Gonzalez, 2829031, None, H, SS|U
Kyle Lovelace, 27022481, None, H, C|U
Luke Brown, 28846844, None, H, OF|U
Carter Bins, 26635139, None, H, C|U
Yanquiel Fernandez, 29077686, None, H, OF|U
Milan Tolentino, 26615351, None, H, SS|U
Jonathan Galvez, 1946521, None, H, SS|U
Phillip Ervin, 2117199, None, H, OF|U
Nerio Rodriguez, 2839284, None, H, C|U
Yorlis Rodriguez, 28841194, None, H, 3B|U
Jose Duarte, 2171390, None, H, C|U
Vaun Brown, 29077351, None, H, OF|U
Jonathan Guzman, 2823188, None, H, SS|U
Greg Bird, 2040761, None, H, 1B|U
Junior Marin, 26913042, None, H, OF|U
Maverick Handley, 26635150, None, H, C|U
Logan Warmoth, 2835076, None, H, 2B|U
Aaron Schnurbusch, 2778500, None, H, OF|U
Daniel Lockhart, 1963328, None, H, 3B|U
Eleardo Cabrera, 2821758, None, H, OF|U
Ben Guez, 1741049, None, H, OF|U
Jordy Barley, 2910614, None, H, SS|U
Edgardo Fermin, 2822669, None, H, SS|U
Hayden Cantrelle, 2836691, None, H, 2B|U
Yonathan Perlaza, 2825067, None, H, 2B|U
Andy Weber, 2933191, None, H, 3B|U
Jake Brodt, 2932287, None, H, 1B|U
Amaurys Minier, 2167501, None, H, OF|U
Jon Kemmer, 2215847, None, H, OF|U
David Gonzalez, 1962834, None, H, 2B|U
Wade Wass, 2218078, None, H, C|U
Arol Vera, 3152087, None, H, SS|U
Luis Silva, 2791774, None, H, 2B|U
Elliot Soto, 2044910, None, H, SS|U
Drew Swift, 26912449, None, H, SS|U
Marcos Castanon, 29075733, None, H, 3B|U
Manny Rodriguez, 2933059, None, H, SS|U
Jose Pastrano, 28842470, None, H, SS|U
Kyler Murray, 2942969, None, H, OF|U
Colin Barber, 26615378, None, H, OF|U
Armando Alvarez, 3157904, None, H, 3B|U
Reinaldo Ilarraza, 2921628, None, H, 2B|U
Thomas Saggese, 28840220, None, H, 2B|U
Tyreque Reed, 2837379, None, H, 1B|U
David Garcia, 2829024, None, H, C|U
Jake Vogel, 3166584, None, H, OF|U
Gordon Beckham, 1660445, None, H, 2B|U
Kelson Brown, 1960260, None, H, SS|U
Ashton McGee, 28841209, None, H, 2B|U
Bryce Ball, 3152042, None, H, 1B|U
Jeff McVaney, 2044755, None, H, OF|U
Colt Keith, 26615338, None, H, 3B|U
Andrew Guillotte, 2804928, None, H, OF|U
Jackson Coutts, 28843183, None, H, 1B|U
Jeremias Portorreal, 2825175, None, H, OF|U
Ryan Walker, 2777321, None, H, SS|U
Robbie Glendinning, 2921564, None, H, SS|U
Dorssys Paulino, 2042941, None, H, OF|U
Alvaro Rubalcaba, 3107129, None, H, 2B|U
Ryan LaMarre, 1804115, None, H, OF|U
Miguel Aparicio, 2821262, None, H, OF|U
Nathan Perry, 2837342, None, H, C|U
Caleb Hamilton, 3093641, None, H, C|U
Steven Fuentes, 2170500, None, H, 3B|U
Bryson Myles, 2051179, None, H, OF|U
Will Albertson, 2921415, None, H, C|U
Cameron Eden, 29082789, None, H, SS|U
Antoine Duplantis, 2932708, None, H, OF|U
James Jones, 1740949, None, H, OF|U
Mike Antico, 28840172, None, H, OF|U
Mark Thomas, 1945618, None, H, C|U
Chris Hudgins, 3158014, None, H, C|U
Angel Aguilar, 2821112, None, H, SS|U
Nick Northcut, 26615342, None, H, 3B|U
Mason Martin, 2837176, None, H, 1B|U
Ronnie Jebavy, 2226920, None, H, OF|U
Daniel Bravo, 2228082, None, H, 2B|U
Roldani Baldwin, 2821402, None, H, C|U
Rolando Espinosa, 2930839, None, H, 2B|U
Ryan Nagle, 2227895, None, H, OF|U
Gustavo Pierre, 1806865, None, H, SS|U
Grant Williams, 2933197, None, H, 2B|U
Randy De Jesus, 29077676, None, H, OF|U
Juan Carlos Linares, 1799268, None, H, OF|U
K.J. Woods, 2121471, None, H, 1B|U
Alec Sole, 2171417, None, H, SS|U
Jimmy Pickens, 2169693, None, H, OF|U
Jake Rucker, 28842740, None, H, 3B|U
Caleb Ramsey, 2048646, None, H, OF|U
Jose Cardona, 2171299, None, H, OF|U
Jose Alvarez, 2830085, None, H, C|U
Edwin Figuera, 2822702, None, H, SS|U
Aaron Schunk, 3151905, None, H, 3B|U
Ricardo Cespedes, 2507904, None, H, OF|U
Gleider Figuereo, 29077612, None, H, 3B|U
Jackson Holliday, 28920005, None, H, SS|U
Denzel Clarke, 26911715, None, H, OF|U
Daniel Suero, 2228501, None, H, OF|U
Corey Ray, 2250619, None, H, OF|U
Omar De Los Santos, 29084551, None, H, OF|U
Drew Millas, 26615322, None, H, C|U
Yemal Flores, 28846884, None, H, OF|U
Ian Sagdal, 2750020, None, H, 2B|U
Scott Hurst, 2837023, None, H, OF|U
Rudy Flores, 2118828, None, H, 1B|U
Ed Howard, 26615343, None, H, SS|U
Alan Roden, 29085045, None, H, OF|U
Marcus Littlewood, 2169710, None, H, C|U
Jose Peraza, 1962826, None, H, 2B|U
Ryan Ripken, 2915596, None, H, 1B|U
Cole Young, 28920024, None, H, SS|U
Mason Janvrin, 3157970, None, H, OF|U
Jagger Rusconi, 2918657, None, H, OF|U
Cesar Galvez, 2170136, None, H, SS|U
Jared King, 2169870, None, H, OF|U
Matt Hearn, 3103547, None, H, OF|U
Coco Montes, 2932947, None, H, SS|U
Jordan Edgerton, 2228443, None, H, 3B|U
Dylan Burdeaux, 2836670, None, H, 1B|U
Adrian Marin, 2042936, None, H, SS|U
David Thompson, 2766204, None, H, 3B|U
Jose Escorche, 28843209, None, H, SS|U
Tanner Nishioka, 2837296, None, H, 2B|U
Samuel Miranda, 2824453, None, H, C|U
Peter Maris, 2803762, None, H, 3B|U
Lorenzo Quintana, 2915789, None, H, C|U
Cael Brockmeyer, 2170503, None, H, C|U
Gabriel Rodriguez, 28838888, None, H, SS|U
Jamie Ritchie, 2227214, None, H, C|U
Zach Nehrir, 2227181, None, H, OF|U
Aramis Ademan, 2821100, None, H, SS|U
Christopher Paciolla, 29075504, None, H, 3B|U
Chris Sharpe, 2837505, None, H, OF|U
Francisco Hernandez, 2856672, None, H, 3B|U
Ernie De La Trinidad, 2836788, None, H, OF|U
Mitch Roman, 2919942, None, H, SS|U
Drew Jackson, 2211773, None, H, OF|U
Ismael Mena, 3152090, None, H, OF|U
Alejandro Garcia, 2615374, None, H, OF|U
Levi Jordan, 3101497, None, H, SS|U
Drew Robinson, 2046497, None, H, 3B|U
Santiago Chavez, 2227777, None, H, C|U
Galli Cribbs, 2822161, None, H, 2B|U
Wilmer Reyes, 2825355, None, H, SS|U
Brian O'Grady, 2169692, None, H, OF|U
Connor Owings, 2747493, None, H, 2B|U
Seth Conner, 2227215, None, H, C|U
Zach Jackson, 2837031, None, H, C|U
Jimmy Crooks, 29075712, None, H, C|U
Khayyan Norfork, 2120497, None, H, 2B|U
Cameron Perkins, 2120630, None, H, OF|U
Lazaro Armenteros, 2804027, None, H, OF|U
Chuckie Robinson, 2919628, None, H, C|U
Ian Dawkins, 3107610, None, H, OF|U
Robbie Tenerowicz, 2921501, None, H, 2B|U
Alexander Mojica, 26912512, None, H, 3B|U
Cody Thomas, 2079173, None, H, OF|U
Alex Guerrero, 2932787, None, H, 1B|U
Lonnie White, 26911709, None, H, OF|U
Blake Butler, 2804513, None, H, 2B|U
Noah Perio, 1961731, None, H, SS|U
Nick Van Stratten, 1741221, None, H, OF|U
D'Arby Myers, 2048864, None, H, OF|U
Antonio Lamas, 2045876, None, H, SS|U
Petey Halpin, 26615370, None, H, OF|U
Michael Rivera, 2837402, None, H, C|U
Alex Destino, 2836803, None, H, OF|U
Joey Harris, 2921530, None, H, C|U
Tristin English, 3158361, None, H, 3B|U
Jordan Brewer, 26615391, None, H, OF|U
Alex Isola, 3158011, None, H, C|U
Rainer Nunez, 28846859, None, H, 1B|U
Alberto Mineo, 2801260, None, H, C|U
Nick Banks, 2507328, None, H, OF|U
Jose Rodriguez, 29077646, None, H, OF|U
Will Holland, 26615358, None, H, SS|U
William Bergolla, 392291, None, H, SS|U
Danny Hayes, 2170288, None, H, 1B|U
Emilio Gustave, 2823159, None, H, OF|U
DJ Neal, 2837283, None, H, OF|U
Josh Palacios, 2734155, None, H, OF|U
Gene Cone, 2759731, None, H, OF|U
Jake Rogers, 2910596, None, H, C|U
Ricardo Marcano, 2171423, None, H, OF|U
Luis De Los Santos, 2822307, None, H, SS|U
Olivier Basabe, 2836579, None, H, SS|U
Logan Brown, 3165230, None, H, C|U
Cameron Barstad, 2932271, None, H, C|U
Ryan Haug, 3101956, None, H, C|U
Tyler Ladendorf, 1951313, None, H, SS|U
Alejandro Pie, 28846861, None, H, SS|U
Keinner Pina, 2825108, None, H, C|U
Max McDowell, 2772559, None, H, C|U
Daniel Salters, 2792293, None, H, C|U
Ariel Sandoval, 2804684, None, H, OF|U
Willy Fanas, 29077683, None, H, OF|U
Ruben Santana, 29077678, None, H, 3B|U
Brett Kinneman, 2932853, None, H, OF|U
Alex De Jesus, 26912444, None, H, 3B|U
Cole Brannen, 3094393, None, H, OF|U
Edwin Arroyo, 26911686, None, H, SS|U
Yendry Rojas, 29077689, None, H, SS|U
Jack Lopez, 2121320, None, H, 2B|U
Eddinson Paulino, 28840187, None, H, SS|U
Wendell Rijo, 2170021, None, H, 2B|U
Dom Thompson-Williams, 3083970, None, H, OF|U
Gregory Guerrero, 2507354, None, H, 2B|U
Guillermo Pimentel, 1846233, None, H, OF|U
Jonathan Mejia, 29077644, None, H, SS|U
Heston Kjerstad, 2837085, None, H, OF|U
C.J. McElroy, 2044904, None, H, OF|U
Jake Anchia, 2932265, None, H, C|U
Kyler Castillo, 28843164, None, H, OF|U
Abiezel Ramirez, 2829405, None, H, SS|U
Jimmy Kerrigan, 2864367, None, H, OF|U
Adrian Valerio, 2753300, None, H, SS|U
Chase Pinder, 2837349, None, H, OF|U
Max Burt, 3157920, None, H, 3B|U
Derrick Loveless, 2228479, None, H, OF|U
Connor McKay, 2227753, None, H, OF|U
Erick Castillo, 2171208, None, H, C|U
Chandler Simpson, 29075503, None, H, OF|U
Ryan Burrowes, 29077680, None, H, SS|U
Ryon Healy, 2170386, None, H, 1B|U
Albert Suarez, 2829147, None, H, SS|U
Trent Deveaux, 3077723, None, H, OF|U
Stephen Alemais, 2921084, None, H, SS|U
Adrian Sugastey, 28841713, None, H, C|U
Andre Lipcius, 3157915, None, H, 3B|U
Jeremy de la Rosa, 3158359, None, H, OF|U
Brandon Montgomery, 2915615, None, H, 2B|U
Camden Duzenack, 2836833, None, H, SS|U
Matt Whatley, 2910597, None, H, C|U
Willie Joe Garry Jr., 2932757, None, H, OF|U
Max Ramirez, 1200059, None, H, C|U
John Norwood, 2797626, None, H, OF|U
Andrew Daschbach, 3157968, None, H, 1B|U
JJ Muno, 2837271, None, H, 2B|U
Beau Brewer, 29084369, None, H, 3B|U
Jayce Boyd, 2118911, None, H, 1B|U
Emilio Guerrero, 2051174, None, H, SS|U
Cole Zabowski, 28843230, None, H, 1B|U
Matheu Nelson, 26719717, None, H, C|U
Grant Massey, 2919941, None, H, SS|U
David Sheaffer, 28843225, None, H, C|U
Connor Harrell, 2121059, None, H, OF|U
Malquin Canelo, 2507349, None, H, SS|U
Eduard Pinto, 2171345, None, H, OF|U
Morgan Lofstrom, 3096078, None, H, C|U
Jack Conley, 29082622, None, H, C|U
Jonathan Jones, 1963304, None, H, OF|U
Nick Ward, 29084162, None, H, 2B|U
Dylan Beavers, 29075533, None, H, OF|U
Jake Peter, 2171424, None, H, 2B|U
Buddy Reed, 2449453, None, H, OF|U
Rob Refsnyder, 2120353, None, H, OF|U
Toby Welk, 28842429, None, H, 3B|U
Ty Kelly, 2044377, None, H, 2B|U
Brandon Guyer, 1669646, None, H, OF|U
Simon Muzziotti, 2824616, None, H, OF|U
Jan Mercado, 2837220, None, H, C|U
Max Muncy, 26719666, None, H, SS|U
Dillon Dobson, 2227636, None, H, SS|U
Wade Kirkland, 2170514, None, H, 2B|U
Anthony Miller, 2228434, None, H, 1B|U
Andrick Nava, 3157972, None, H, C|U
Rudy Martin, 2920829, None, H, OF|U
Grant Lavigne, 2931982, None, H, 1B|U
Angel Lopez Alvarez, 2837142, None, H, C|U
Jacob Teter, 28840174, None, H, 1B|U
Tom Belza, 2050172, None, H, 2B|U
Mitch Hansen, 2507199, None, H, OF|U
Juan Corniel, 28842637, None, H, SS|U
Gavin LaValley, 2167348, None, H, 3B|U
Demetrius Sims, 2837512, None, H, SS|U
Luis Baez, 2930766, None, H, OF|U
